Record ID#,Refresh key: property,Floorplan Name,Refresh key: floorplan_name,Related Floorplan,rentable_unit_count,Floorplan - Total Beds,xAudit - Bed Variance,occupied_count,"Floorplan - # of Signed Leases, Current Term",preleased_count,xAudit - Lease Variance,approved_count,completed_count,Date Created,Date Modified,excluded_unit_count,Floorplan - Property Name,Floorplan - Rentable Beds,Floorplan - Unit Type,Last Modified By,preleased_new_count,preleased_renewal_count,Property - Floorplan,property_id,Record Owner,Refresh key,units,xProperty Name,xUnit Type,xSigned Leases
735,1008 S. 4th,D3 Balcony,D3 Balcony,10,12,12,0,12,13,0,13,12,0,07-12-2022 12:41 PM,07-17-2024 02:15 AM,0,Campustown 1008 S. 4th,12,4 x 4,Connected Data Service <3000.e5kr>,0,0,,,Connected Data Service <3000.e5kr>,1008 S. 4th_D3 Balcony,12,1008 S. 4th,,0
744,1047 Commonwealth Avenue,S11,S11,17,24,24,0,22,21,0,21,20,0,07-12-2022 12:41 PM,07-17-2024 02:15 AM,0,1047 Commonwealth Avenue,24,0 x 1,Connected Data Service <3000.e5kr>,0,0,,,Connected Data Service <3000.e5kr>,1047 Commonwealth Avenue_S11,24,1047 Commonwealth Avenue,,0
755,Academy Lincoln,B1,B1,55,30,30,0,30,32,0,32,29,0,07-12-2022 12:41 PM,07-17-2024 02:15 AM,0,Academy Lincoln,30,2 x 2,Connected Data Service <3000.e5kr>,0,0,,,Connected Data Service <3000.e5kr>,Academy Lincoln_B1,30,Academy Lincoln,,0
758,Academy Lincoln,C1,C1,58,42,42,0,41,40,0,40,40,0,07-12-2022 12:41 PM,07-17-2024 02:15 AM,0,Academy Lincoln,42,3 x 3,Connected Data Service <3000.e5kr>,0,0,,,Connected Data Service <3000.e5kr>,Academy Lincoln_C1,42,Academy Lincoln,,0
762,ANOVA uCity Square,A1,A1,345,6,6,0,4,5,0,5,4,0,07-12-2022 12:41 PM,07-17-2024 02:15 AM,0,ANOVA uCity Square,6,0 x 0,Connected Data Service <3000.e5kr>,0,0,,,Connected Data Service <3000.e5kr>,ANOVA uCity Square_A1,6,ANOVA uCity Square,,0
871,The Dean Campustown,D3,D3,174,56,56,0,53,57,0,57,51,2,07-12-2022 12:41 PM,07-17-2024 02:15 AM,0,The Dean Campustown,56,4 x 4,Connected Data Service <3000.e5kr>,0,0,,,Connected Data Service <3000.e5kr>,The Dean Campustown_D3,56,The Dean Campustown,,0
872,The Dean Campustown,D4,D4,175,56,56,0,56,59,0,59,54,2,07-12-2022 12:41 PM,07-17-2024 02:15 AM,0,The Dean Campustown,56,4 x 4,Connected Data Service <3000.e5kr>,0,0,,,Connected Data Service <3000.e5kr>,The Dean Campustown_D4,56,The Dean Campustown,,0
877,The Dean Campustown,S2,S2,179,28,28,0,27,29,0,29,27,1,07-12-2022 12:41 PM,07-17-2024 02:15 AM,0,The Dean Campustown,28,0 x 1,Connected Data Service <3000.e5kr>,0,0,,,Connected Data Service <3000.e5kr>,The Dean Campustown_S2,28,The Dean Campustown,,0
906,Torre,B5 - SHARED,B5 - SHARED,290,44,44,0,39,46,0,46,44,0,07-12-2022 12:41 PM,07-17-2024 02:15 AM,0,Torre,44,0 x 0,Connected Data Service <3000.e5kr>,0,0,,,Connected Data Service <3000.e5kr>,Torre_B5 - SHARED,44,Torre,,0
966,The Dean Reno,D5,D5,367,36,36,0,26,27,0,27,27,0,10-11-2022 02:14 AM,07-17-2024 02:15 AM,0,The Dean Reno,36,4 x 3,Connected Data Service <3000.e5kr>,0,0,,,Connected Data Service <3000.e5kr>,The Dean Reno_D5,36,The Dean Reno,,0
717,Academy 65,B1 Semi-Shared,B1 Semi-Shared,341,21,21,0,17,20,0,20,19,0,07-12-2022 11:07 AM,07-16-2024 02:15 AM,0,Academy 65,21,0 x 0,Connected Data Service <3000.e5kr>,0,0,,,Connected Data Service <3000.e5kr>,Academy 65_B1 Semi-Shared,21,Academy 65,,0
725,Academy 65,S2,S2,54,5,5,0,4,7,0,7,4,0,07-12-2022 11:07 AM,07-16-2024 02:15 AM,0,Academy 65,5,0 x 1,Connected Data Service <3000.e5kr>,0,0,,,Connected Data Service <3000.e5kr>,Academy 65_S2,5,Academy 65,,0
943,Torre,TH - D5,TH - D5,330,16,16,0,15,17,0,17,16,0,07-12-2022 12:41 PM,07-16-2024 02:15 AM,0,Torre,16,0 x 0,Connected Data Service <3000.e5kr>,0,0,,,Connected Data Service <3000.e5kr>,Torre_TH - D5,16,Torre,,0
1014,Venue at North Campus,A,A,404,6,6,0,5,8,0,8,6,0,11-14-2023 01:15 AM,07-16-2024 02:15 AM,0,The Venue at North Campus,6,1 x 1,Connected Data Service <3000.e5kr>,0,0,,,Connected Data Service <3000.e5kr>,Venue at North Campus_A,6,Venue at North Campus,,0
1017,Venue at North Campus,D2,D2,407,64,64,0,53,64,0,64,53,0,11-14-2023 01:15 AM,07-16-2024 02:15 AM,0,The Venue at North Campus,64,4 x 4,Connected Data Service <3000.e5kr>,0,0,,,Connected Data Service <3000.e5kr>,Venue at North Campus_D2,64,Venue at North Campus,,0
1029,The Caswell at Runnymeade,,A5.1,,6,,6,6,,0,0,5,0,02-03-2024 01:16 AM,07-16-2024 02:15 AM,0,,,,Connected Data Service <3000.e5kr>,0,0,,,Connected Data Service <3000.e5kr>,The Caswell at Runnymeade_A5.1,6,The Caswell at Runnymeade,,0
1034,The Caswell at Runnymeade,,B1.2,,7,,7,6,,0,0,6,0,02-03-2024 01:16 AM,07-16-2024 02:15 AM,0,,,,Connected Data Service <3000.e5kr>,0,0,,,Connected Data Service <3000.e5kr>,The Caswell at Runnymeade_B1.2,7,The Caswell at Runnymeade,,0
718,Academy 65,C1 Study,C1 Study,343,3,3,0,2,4,0,4,3,0,07-12-2022 11:07 AM,07-13-2024 02:15 AM,0,Academy 65,3,0 x 0,Connected Data Service <3000.e5kr>,0,0,,,Connected Data Service <3000.e5kr>,Academy 65_C1 Study,3,Academy 65,,0
719,Academy 65,D1 Balcony,D1 Balcony,342,40,40,0,23,24,0,24,20,0,07-12-2022 11:07 AM,07-13-2024 02:15 AM,0,Academy 65,40,0 x 0,Connected Data Service <3000.e5kr>,0,0,,,Connected Data Service <3000.e5kr>,Academy 65_D1 Balcony,40,Academy 65,,0
802,Station Nine,A1 Loft,A1 Loft,96,26,26,0,17,19,0,19,18,0,07-12-2022 12:41 PM,07-13-2024 02:15 AM,0,Station Nine,26,0 x 0,Connected Data Service <3000.e5kr>,0,0,,,Connected Data Service <3000.e5kr>,Station Nine_A1 Loft,26,Station Nine,,0
1028,The Caswell at Runnymeade,,A4,,16,,16,15,,0,0,13,0,02-03-2024 01:16 AM,07-13-2024 02:15 AM,0,,,,Connected Data Service <3000.e5kr>,0,0,,,Connected Data Service <3000.e5kr>,The Caswell at Runnymeade_A4,16,The Caswell at Runnymeade,,0
763,ANOVA uCity Square,A2,A2,346,17,17,0,14,17,0,17,16,0,07-12-2022 12:41 PM,07-12-2024 02:15 AM,0,ANOVA uCity Square,17,0 x 0,Connected Data Service <3000.e5kr>,0,0,,,Connected Data Service <3000.e5kr>,ANOVA uCity Square_A2,17,ANOVA uCity Square,,0
766,ANOVA uCity Square,A5,A5,349,6,6,0,4,4,0,4,4,0,07-12-2022 12:41 PM,07-12-2024 02:15 AM,0,ANOVA uCity Square,6,0 x 0,Connected Data Service <3000.e5kr>,0,0,,,Connected Data Service <3000.e5kr>,ANOVA uCity Square_A5,6,ANOVA uCity Square,,0
771,ANOVA uCity Square,B2,B2,354,22,22,0,20,22,0,22,21,0,07-12-2022 12:41 PM,07-11-2024 02:16 AM,0,ANOVA uCity Square,22,0 x 0,Connected Data Service <3000.e5kr>,0,0,,,Connected Data Service <3000.e5kr>,ANOVA uCity Square_B2,22,ANOVA uCity Square,,0
793,SOVA,A1,A1,86,20,20,0,19,30,0,30,21,0,07-12-2022 12:41 PM,07-11-2024 02:16 AM,0,SOVA,20,1 x 1,Connected Data Service <3000.e5kr>,0,0,,,Connected Data Service <3000.e5kr>,SOVA_A1,20,SOVA,,0
795,SOVA,B1 ALT,B1 ALT,88,30,30,0,30,41,0,41,31,0,07-12-2022 12:41 PM,07-10-2024 02:16 AM,0,SOVA,30,2 x 2,Connected Data Service <3000.e5kr>,0,0,,,Connected Data Service <3000.e5kr>,SOVA_B1 ALT,30,SOVA,,0
815,Station Nine,B5,B5,109,6,6,0,4,5,0,5,5,0,07-12-2022 12:41 PM,07-10-2024 02:16 AM,0,Station Nine,6,0 x 0,Connected Data Service <3000.e5kr>,0,0,,,Connected Data Service <3000.e5kr>,Station Nine_B5,6,Station Nine,,0
846,The Academy on Charles,C1,C1,135,12,12,0,12,13,0,13,12,0,07-12-2022 12:41 PM,07-10-2024 02:16 AM,0,The Academy on Charles,12,3 x 3,Connected Data Service <3000.e5kr>,0,0,,,Connected Data Service <3000.e5kr>,The Academy on Charles_C1,12,The Academy on Charles,,0
850,The Academy on Charles,D1,D1,139,104,104,0,104,106,0,106,104,0,07-12-2022 12:41 PM,07-10-2024 02:16 AM,0,The Academy on Charles,104,4 x 4,Connected Data Service <3000.e5kr>,0,0,,,Connected Data Service <3000.e5kr>,The Academy on Charles_D1,104,The Academy on Charles,,0
851,The Academy on Charles,D2,D2,140,40,40,0,40,41,0,41,40,0,07-12-2022 12:41 PM,07-10-2024 02:16 AM,0,The Academy on Charles,40,4 x 4,Connected Data Service <3000.e5kr>,0,0,,,Connected Data Service <3000.e5kr>,The Academy on Charles_D2,40,The Academy on Charles,,0
927,Torre,S2,S2,314,14,14,0,14,14,0,14,14,0,07-12-2022 12:41 PM,07-10-2024 02:16 AM,0,Torre,14,0 x 0,Connected Data Service <3000.e5kr>,0,0,,,Connected Data Service <3000.e5kr>,Torre_S2,14,Torre,,0
968,The Dean Reno,E2,E2,358,54,54,0,48,46,0,46,45,0,10-11-2022 02:14 AM,07-10-2024 02:16 AM,0,The Dean Reno,54,6 x 3,Connected Data Service <3000.e5kr>,0,0,,,Connected Data Service <3000.e5kr>,The Dean Reno_E2,54,The Dean Reno,,0
1036,The Caswell at Runnymeade,,B3.1,,4,,4,1,,0,0,1,0,02-03-2024 01:16 AM,07-10-2024 02:16 AM,0,,,,Connected Data Service <3000.e5kr>,0,0,,,Connected Data Service <3000.e5kr>,The Caswell at Runnymeade_B3.1,4,The Caswell at Runnymeade,,0
729,1008 S. 4th,B4,B4,4,2,2,0,2,3,0,3,2,0,07-12-2022 12:41 PM,07-09-2024 02:15 AM,0,Campustown 1008 S. 4th,2,2 x 2,Connected Data Service <3000.e5kr>,0,0,,,Connected Data Service <3000.e5kr>,1008 S. 4th_B4,2,1008 S. 4th,,0
770,ANOVA uCity Square,B1,B1,353,11,11,0,9,12,0,12,9,0,07-12-2022 12:41 PM,07-09-2024 02:15 AM,0,ANOVA uCity Square,11,0 x 0,Connected Data Service <3000.e5kr>,0,0,,,Connected Data Service <3000.e5kr>,ANOVA uCity Square_B1,11,ANOVA uCity Square,,0
814,Station Nine,B4,B4,108,4,4,0,2,3,0,3,3,0,07-12-2022 12:41 PM,07-06-2024 02:15 AM,0,Station Nine,4,0 x 0,Connected Data Service <3000.e5kr>,0,0,,,Connected Data Service <3000.e5kr>,Station Nine_B4,4,Station Nine,,0
865,The Dean Campustown,B1,B1,168,28,28,0,25,28,0,28,28,0,07-12-2022 12:41 PM,07-06-2024 02:15 AM,0,The Dean Campustown,28,2 x 2,Connected Data Service <3000.e5kr>,0,0,,,Connected Data Service <3000.e5kr>,The Dean Campustown_B1,28,The Dean Campustown,,0
917,Torre,C3,C3,304,21,21,0,21,22,0,22,21,0,07-12-2022 12:41 PM,07-06-2024 02:15 AM,0,Torre,21,0 x 0,Connected Data Service <3000.e5kr>,0,0,,,Connected Data Service <3000.e5kr>,Torre_C3,21,Torre,,0
991,Torre,B8 DELUXE,B8 DELUXE,402,28,28,0,20,18,0,18,16,0,09-30-2023 03:15 AM,07-06-2024 02:15 AM,0,Torre,28,0 x 0,Connected Data Service <3000.e5kr>,0,0,,,Connected Data Service <3000.e5kr>,Torre_B8 DELUXE,28,Torre,,0
752,1047 Commonwealth Avenue,S9,S9,25,5,5,0,5,4,0,4,3,0,07-12-2022 12:41 PM,07-04-2024 02:15 AM,0,1047 Commonwealth Avenue,5,0 x 1,Connected Data Service <3000.e5kr>,0,0,,,Connected Data Service <3000.e5kr>,1047 Commonwealth Avenue_S9,5,1047 Commonwealth Avenue,,0
760,Academy Lincoln,D2,D2,62,36,36,0,34,36,0,36,36,0,07-12-2022 12:41 PM,07-04-2024 02:15 AM,0,Academy Lincoln,36,4 x 4,Connected Data Service <3000.e5kr>,0,0,,,Connected Data Service <3000.e5kr>,Academy Lincoln_D2,36,Academy Lincoln,,0
867,The Dean Campustown,B3 XL,B3 XL,263,56,56,0,52,56,0,56,54,0,07-12-2022 12:41 PM,07-04-2024 02:15 AM,0,The Dean Campustown,56,4 x 4,Connected Data Service <3000.e5kr>,0,0,,,Connected Data Service <3000.e5kr>,The Dean Campustown_B3 XL,56,The Dean Campustown,,0
873,The Dean Campustown,D5,D5,176,56,56,0,52,63,0,63,56,0,07-12-2022 12:41 PM,07-04-2024 02:15 AM,0,The Dean Campustown,56,4 x 4,Connected Data Service <3000.e5kr>,0,0,,,Connected Data Service <3000.e5kr>,The Dean Campustown_D5,56,The Dean Campustown,,0
1026,The Caswell at Runnymeade,,A2,,4,,4,3,,0,0,1,0,02-03-2024 01:16 AM,07-04-2024 02:15 AM,0,,,,Connected Data Service <3000.e5kr>,0,0,,,Connected Data Service <3000.e5kr>,The Caswell at Runnymeade_A2,4,The Caswell at Runnymeade,,0
736,1008 S. 4th,M1 Murphy,M1 Murphy,11,4,4,0,3,6,0,6,4,0,07-12-2022 12:41 PM,07-03-2024 02:15 AM,0,Campustown 1008 S. 4th,4,0 x 1,Connected Data Service <3000.e5kr>,0,0,,,Connected Data Service <3000.e5kr>,1008 S. 4th_M1 Murphy,4,1008 S. 4th,,0
938,Torre,TH - D1.2,TH - D1.2,325,32,32,0,31,34,0,34,28,0,07-12-2022 12:41 PM,07-03-2024 02:15 AM,0,Torre,32,0 x 0,Connected Data Service <3000.e5kr>,0,0,,,Connected Data Service <3000.e5kr>,Torre_TH - D1.2,32,Torre,,0
985,Torre,B6 DELUXE,B6 DELUXE,400,36,36,0,30,34,0,34,26,0,01-25-2023 02:15 AM,07-03-2024 02:15 AM,0,Torre,36,0 x 0,Connected Data Service <3000.e5kr>,0,0,,,Connected Data Service <3000.e5kr>,Torre_B6 DELUXE,36,Torre,,0
721,Academy 65,D3,D3,52,20,20,0,17,20,0,20,20,0,07-12-2022 11:07 AM,07-02-2024 02:15 AM,0,Academy 65,20,4 x 4,Connected Data Service <3000.e5kr>,0,0,,,Connected Data Service <3000.e5kr>,Academy 65_D3,20,Academy 65,,0
951,Torre,TH - F3,TH - F3,338,6,6,0,3,5,0,5,5,0,07-12-2022 12:41 PM,07-02-2024 02:15 AM,0,Torre,6,0 x 0,Connected Data Service <3000.e5kr>,0,0,,,Connected Data Service <3000.e5kr>,Torre_TH - F3,6,Torre,,0
767,ANOVA uCity Square,A6,A6,350,5,5,0,4,5,0,5,5,0,07-12-2022 12:41 PM,06-29-2024 02:15 AM,0,ANOVA uCity Square,5,0 x 0,Connected Data Service <3000.e5kr>,0,0,,,Connected Data Service <3000.e5kr>,ANOVA uCity Square_A6,5,ANOVA uCity Square,,0
810,Station Nine,B1 Loft,B1 Loft,104,16,16,0,9,11,0,11,11,0,07-12-2022 12:41 PM,06-29-2024 02:15 AM,0,Station Nine,16,0 x 0,Connected Data Service <3000.e5kr>,0,0,,,Connected Data Service <3000.e5kr>,Station Nine_B1 Loft,16,Station Nine,,0
826,The Academy at Frisco,D2,D2,117,140,140,0,140,144,0,144,140,0,07-12-2022 12:41 PM,06-29-2024 02:15 AM,0,The Academy at Frisco,140,4 x 4,Connected Data Service <3000.e5kr>,0,0,,,Connected Data Service <3000.e5kr>,The Academy at Frisco_D2,140,The Academy at Frisco,,0
828,The Academy at Frisco,D4,D4,119,40,40,0,40,43,0,43,40,0,07-12-2022 12:41 PM,06-29-2024 02:15 AM,0,The Academy at Frisco,40,4 x 4,Connected Data Service <3000.e5kr>,0,0,,,Connected Data Service <3000.e5kr>,The Academy at Frisco_D4,40,The Academy at Frisco,,0
914,Torre,B9 -  SHARED,B9 -  SHARED,301,24,24,0,24,25,0,25,24,0,07-12-2022 12:41 PM,06-29-2024 02:15 AM,0,Torre,24,0 x 0,Connected Data Service <3000.e5kr>,0,0,,,Connected Data Service <3000.e5kr>,Torre_B9 -  SHARED,24,Torre,,0
790,Shortbread Lofts,D1 (Private),D1,214,205,205,0,205,73,0,73,205,0,07-12-2022 12:41 PM,06-28-2024 02:15 AM,0,Shortbread Lofts,205,4 x 4,Connected Data Service <3000.e5kr>,0,0,,,Connected Data Service <3000.e5kr>,Shortbread Lofts_D1,205,Shortbread Lofts,,0
868,The Dean Campustown,B4 XL,B4 XL,281,56,56,0,54,56,0,56,56,0,07-12-2022 12:41 PM,06-28-2024 02:15 AM,0,The Dean Campustown,56,4 x 4,Connected Data Service <3000.e5kr>,0,0,,,Connected Data Service <3000.e5kr>,The Dean Campustown_B4 XL,56,The Dean Campustown,,0
756,Academy Lincoln,B2,B2,56,38,38,0,36,40,0,40,37,0,07-12-2022 12:41 PM,06-26-2024 02:15 AM,0,Academy Lincoln,38,2 x 2,Connected Data Service <3000.e5kr>,0,0,,,Connected Data Service <3000.e5kr>,Academy Lincoln_B2,38,Academy Lincoln,,0
805,Station Nine,A3 Loft,A3 Loft,99,5,5,0,5,5,0,5,5,0,07-12-2022 12:41 PM,06-26-2024 02:15 AM,0,Station Nine,5,0 x 0,Connected Data Service <3000.e5kr>,0,0,,,Connected Data Service <3000.e5kr>,Station Nine_A3 Loft,5,Station Nine,,0
831,The Academy at Frisco,Studio,Studio,122,20,20,0,20,24,0,24,20,0,07-12-2022 12:41 PM,06-26-2024 02:15 AM,0,The Academy at Frisco,20,0 x 1,Connected Data Service <3000.e5kr>,0,0,,,Connected Data Service <3000.e5kr>,The Academy at Frisco_Studio,20,The Academy at Frisco,,0
803,Station Nine,A2,A2,97,4,4,0,2,3,0,3,3,0,07-12-2022 12:41 PM,06-25-2024 02:15 AM,0,Station Nine,4,0 x 0,Connected Data Service <3000.e5kr>,0,0,,,Connected Data Service <3000.e5kr>,Station Nine_A2,4,Station Nine,,0
959,The Dean Reno,B1,B1,361,36,36,0,34,35,0,35,33,0,10-11-2022 02:14 AM,06-25-2024 02:15 AM,0,The Dean Reno,36,2 x 2,Connected Data Service <3000.e5kr>,0,0,,,Connected Data Service <3000.e5kr>,The Dean Reno_B1,36,The Dean Reno,,0
720,Academy 65,D2,D2,51,64,64,0,52,56,0,56,51,0,07-12-2022 11:07 AM,06-22-2024 02:15 AM,0,Academy 65,64,4 x 4,Connected Data Service <3000.e5kr>,0,0,,,Connected Data Service <3000.e5kr>,Academy 65_D2,64,Academy 65,,0
936,Torre,TH - D1,TH - D1,323,56,56,0,54,61,0,61,55,0,07-12-2022 12:41 PM,06-22-2024 02:15 AM,0,Torre,56,0 x 0,Connected Data Service <3000.e5kr>,0,0,,,Connected Data Service <3000.e5kr>,Torre_TH - D1,56,Torre,,0
749,1047 Commonwealth Avenue,S6,S6,22,29,29,0,29,33,0,33,29,0,07-12-2022 12:41 PM,06-21-2024 02:15 AM,0,1047 Commonwealth Avenue,29,0 x 1,Connected Data Service <3000.e5kr>,0,0,,,Connected Data Service <3000.e5kr>,1047 Commonwealth Avenue_S6,29,1047 Commonwealth Avenue,,0
751,1047 Commonwealth Avenue,S8,S8,24,11,11,0,11,5,0,5,3,0,07-12-2022 12:41 PM,06-19-2024 02:15 AM,0,1047 Commonwealth Avenue,11,0 x 1,Connected Data Service <3000.e5kr>,0,0,,,Connected Data Service <3000.e5kr>,1047 Commonwealth Avenue_S8,11,1047 Commonwealth Avenue,,0
807,Station Nine,A5,A5,101,4,4,0,3,3,0,3,3,0,07-12-2022 12:41 PM,06-18-2024 02:15 AM,0,Station Nine,4,0 x 0,Connected Data Service <3000.e5kr>,0,0,,,Connected Data Service <3000.e5kr>,Station Nine_A5,4,Station Nine,,0
827,The Academy at Frisco,D3,D3,118,16,16,0,16,16,0,16,16,0,07-12-2022 12:41 PM,06-18-2024 02:15 AM,0,The Academy at Frisco,16,4 x 4,Connected Data Service <3000.e5kr>,0,0,,,Connected Data Service <3000.e5kr>,The Academy at Frisco_D3,16,The Academy at Frisco,,0
829,The Academy at Frisco,D5,D5,120,76,76,0,76,81,0,81,76,0,07-12-2022 12:41 PM,06-18-2024 02:15 AM,0,The Academy at Frisco,76,4 x 4,Connected Data Service <3000.e5kr>,0,0,,,Connected Data Service <3000.e5kr>,The Academy at Frisco_D5,76,The Academy at Frisco,,0
849,The Academy on Charles,C4,C4,138,3,3,0,3,4,0,4,3,0,07-12-2022 12:41 PM,06-18-2024 02:15 AM,0,The Academy on Charles,3,3 x 3,Connected Data Service <3000.e5kr>,0,0,,,Connected Data Service <3000.e5kr>,The Academy on Charles_C4,3,The Academy on Charles,,0
852,The Academy on Charles,D3,D3,141,20,20,0,20,22,0,22,20,0,07-12-2022 12:41 PM,06-18-2024 02:15 AM,0,The Academy on Charles,20,4 x 4,Connected Data Service <3000.e5kr>,0,0,,,Connected Data Service <3000.e5kr>,The Academy on Charles_D3,20,The Academy on Charles,,0
939,Torre,TH - D2,TH - D2,326,8,8,0,8,9,0,9,7,0,07-12-2022 12:41 PM,06-18-2024 02:15 AM,0,Torre,8,0 x 0,Connected Data Service <3000.e5kr>,0,0,,,Connected Data Service <3000.e5kr>,Torre_TH - D2,8,Torre,,0
960,The Dean Reno,B2,B2,359,34,34,0,31,40,0,40,35,0,10-11-2022 02:14 AM,06-18-2024 02:15 AM,0,The Dean Reno,34,2 x 2,Connected Data Service <3000.e5kr>,0,0,,,Connected Data Service <3000.e5kr>,The Dean Reno_B2,34,The Dean Reno,,0
1032,The Caswell at Runnymeade,,A7,,8,,8,8,,0,0,7,0,02-03-2024 01:16 AM,06-16-2024 02:15 AM,0,,,,Connected Data Service <3000.e5kr>,0,0,,,Connected Data Service <3000.e5kr>,The Caswell at Runnymeade_A7,8,The Caswell at Runnymeade,,0
742,1047 Commonwealth Avenue,S1,S1,15,25,25,0,25,26,0,26,25,0,07-12-2022 12:41 PM,06-15-2024 02:15 AM,0,1047 Commonwealth Avenue,25,0 x 1,Connected Data Service <3000.e5kr>,0,0,,,Connected Data Service <3000.e5kr>,1047 Commonwealth Avenue_S1,25,1047 Commonwealth Avenue,,0
704,501 S. 6th,E2 Townhome,E2 Townhome,35,20,20,0,19,21,0,21,20,0,07-12-2022 11:07 AM,06-14-2024 02:15 AM,0,Campustown 501 S. 6th,20,5 x 4,Connected Data Service <3000.e5kr>,0,0,,,Connected Data Service <3000.e5kr>,501 S. 6th_E2 Townhome,20,501 S. 6th,,0
712,908 S. 1st,M1 Murphy Balcony,M1 Murphy Balcony,44,16,16,0,16,17,0,17,16,0,07-12-2022 11:07 AM,06-14-2024 02:15 AM,0,Campustown 908 S. 1st,16,0 x 0,Connected Data Service <3000.e5kr>,0,0,,,Connected Data Service <3000.e5kr>,908 S. 1st_M1 Murphy Balcony,16,908 S. 1st,,0
724,Academy 65,S1,S1,53,5,5,0,4,7,0,7,5,0,07-12-2022 11:07 AM,06-14-2024 02:15 AM,0,Academy 65,5,0 x 1,Connected Data Service <3000.e5kr>,0,0,,,Connected Data Service <3000.e5kr>,Academy 65_S1,5,Academy 65,,0
782,Shortbread Lofts,B1 (Shared),B1,202,40,40,0,39,24,0,24,40,0,07-12-2022 12:41 PM,06-14-2024 02:15 AM,0,Shortbread Lofts,40,2 x 2,Connected Data Service <3000.e5kr>,0,0,,,Connected Data Service <3000.e5kr>,Shortbread Lofts_B1,40,Shortbread Lofts,,0
847,The Academy on Charles,C2,C2,136,36,36,0,36,36,0,36,36,0,07-12-2022 12:41 PM,06-14-2024 02:15 AM,0,The Academy on Charles,36,3 x 3,Connected Data Service <3000.e5kr>,0,0,,,Connected Data Service <3000.e5kr>,The Academy on Charles_C2,36,The Academy on Charles,,0
764,ANOVA uCity Square,A3,A3,347,10,10,0,10,9,0,9,9,0,07-12-2022 12:41 PM,06-11-2024 02:15 AM,0,ANOVA uCity Square,10,0 x 0,Connected Data Service <3000.e5kr>,0,0,,,Connected Data Service <3000.e5kr>,ANOVA uCity Square_A3,10,ANOVA uCity Square,,0
808,Station Nine,A6,A6,102,1,1,0,0,1,0,1,0,0,07-12-2022 12:41 PM,06-11-2024 02:15 AM,0,Station Nine,1,0 x 0,Connected Data Service <3000.e5kr>,0,0,,,Connected Data Service <3000.e5kr>,Station Nine_A6,1,Station Nine,,0
916,Torre,C2 - SEMI-SHARED,C2 - SEMI-SHARED,303,16,16,0,14,10,0,10,10,0,07-12-2022 12:41 PM,06-11-2024 02:15 AM,0,Torre,16,0 x 0,Connected Data Service <3000.e5kr>,0,0,,,Connected Data Service <3000.e5kr>,Torre_C2 - SEMI-SHARED,16,Torre,,0
727,1008 S. 4th,B2,B2,2,8,8,0,8,9,0,9,8,0,07-12-2022 12:41 PM,06-08-2024 02:15 AM,0,Campustown 1008 S. 4th,8,2 x 1,Connected Data Service <3000.e5kr>,0,0,,,Connected Data Service <3000.e5kr>,1008 S. 4th_B2,8,1008 S. 4th,,0
822,The Academy at Frisco,B2,B2,113,10,10,0,10,11,0,11,10,0,07-12-2022 12:41 PM,06-08-2024 02:15 AM,0,The Academy at Frisco,10,2 x 2,Connected Data Service <3000.e5kr>,0,0,,,Connected Data Service <3000.e5kr>,The Academy at Frisco_B2,10,The Academy at Frisco,,0
952,Torre,TH - F4,TH - F4,339,18,18,0,15,16,0,16,16,0,07-12-2022 12:41 PM,06-08-2024 02:15 AM,0,Torre,18,0 x 0,Connected Data Service <3000.e5kr>,0,0,,,Connected Data Service <3000.e5kr>,Torre_TH - F4,18,Torre,,0
